incident_id,topic,topic_prob
751,0,0.4727135717296573
772,0,0.5448936173726605
828,0,1.0
974,2,0.14509590611206832
1042,0,0.3538673663449872
1243,-1,0.15114182443765362
1348,0,0.3295910478809673
1418,1,1.0
1629,1,0.27279222970512257
3549,4,0.22212891686635924
458,0,0.13950082128319108
1181,1,0.3317132733165259
4039,4,0.20254268913498166
526,0,0.2972757733139658
547,0,0.6113399088303011
174,-1,0.08650699806971943
1075,1,0.5243288687021108
1455,1,0.09587362019394559
1502,-1,0.04237235168282719
1501,-1,0.05826394141114806
2955,-1,0.07939562760979194
3412,-1,0.07097756047238078
1397,-1,0.07675001212464518
722,-1,0.06754894898936441
1067,4,0.2653279586871239
3746,1,0.1705099710937271
591,-1,0.08177360103096394
3747,-1,0.11524834976224156
1228,-1,0.014352496250908628
1197,1,1.0
3033,-1,0.06066840510095428
168,-1,0.09501990721776604
316,1,0.4024319940944617
1206,1,1.0
1375,-1,0.08349098703178741
2938,-1,0.058237718656574816
1034,-1,0.047624843525153414
1277,1,0.15951865078695143
1168,-1,0.01317636414400009
1220,-1,0.08285217333368851
987,-1,0.07052146747218718
1249,-1,0.05117465146924478
418,1,0.6344102095932301
796,1,1.0
2519,-1,0.16804682666978324
1081,-1,0.0808602386487874
1111,1,0.39018160632224685
2619,1,0.12344552141639777
1754,1,0.37989752074939276
226,0,1.0
421,1,1.0
820,-1,0.07594751141852378
804,-1,0.14969945050499017
801,-1,0.0840143884802643
1128,0,0.41801124067583206
2192,7,0.3922418983614675
1310,1,0.20504778461430323
1628,-1,0.07420794456782073
2753,1,0.21337725433935814
3776,1,0.15768295122396261
2859,-1,0.014644892539765463
307,-1,0.12653953938387183
677,1,1.0
764,-1,0.018276745095589717
977,1,0.638886837617368
1278,1,0.07827101521354848
1218,4,0.19394188837706708
1293,-1,0.12936480522409816
2160,-1,0.043977098176461955
1412,1,1.0
1580,-1,0.08834307313409909
2601,-1,0.11703934128386435
1383,-1,0.014076498520367435
2203,3,0.25246315819302845
2272,1,0.09801032667122138
3219,-1,0.06379172358347172
2927,-1,0.06961974547225992
2227,-1,0.0769323989508876
2928,-1,0.0690286284289332
1910,-1,0.05047675325058858
2460,-1,0.013351414884784762
3165,-1,0.06463498757173645
4135,-1,0.01303241788729722
3167,-1,0.09595687906202326
