dyad_id,initiator_country,receiver_country,incident_id,name,description,start_date,end_date,source_disclosure,operation_type,impact_indicator_score,impact_indicator_label,unweighted_intensity,weighted_intensity,number_attributions,number_political_responses,number_legal_responses,casualties,initiator_name,initiator_category,initiator_subcategory,receiver_id,receiver_name,receiver_category,receiver_subcategory,receiver_regions,offline_conflict_issue,offline_conflict_name,offline_conflict_intensity,offline_conflict_intensity_subcode,cyber_conflict_issue,physical_effects_spatial,physical_effects_temporal,target_multiplier,functional_impact,intelligence_impact,economic_impact,economic_impact_value,economic_impact_currency,affected_entities,affected_entities_value,affected_eu_countries,affected_eu_countries_value,affected_third_countries,affected_third_countries_value,n_words,description_no_geo,topic,topic_prob,topic_label,topic_name,topic_group
155,China,Nicaragua,2353,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,"Victim organisations using the Email Security Gateway offered by the IT security company Barracuda started receiving emails designed to exploit the zero-day vulnerability CVE-2023-2868 starting on 10 October 2022. The malicious acitivity was first detected on 19 May 2023 by Barracuda, which launched an investigation in cooperation with the threat intelligence company Mandiant. The investigation uncovered a large-scale campaign that in many cases had successfully extracted data from infected systems. Among the victims from at least 16 different countries are academic targets in Taiwan and Hong Kong as well as government officials in Southeast Asia. Nearly a third of the victims are from the public sector. Mandiant assessed with high confidence that the campaign by the threat actor UNC4841 was conducted in support of the People's Republic of China. 
Barracuda distributed a patch to close the vulnerability on the day after it was discovered, on May 20. Concerns about threat actors persisting in virtual or hardware ESG appliances subsequently led the company to advise the immediate replacement of compromised appliances, irregardless of whether patches had been applied.
On 29 August 2023, Mandiant published a subsequent technical report with new findings. According to this report, the cyber incident lasted into June 2023, and especially after Barracuda published the given vulnerability in May 2023, UNC4841 attempted to maintain access to certain already compromised environments they deemed most important with additional malware. The additional malware was the SKIPJACK, DEPTHCHARGE and FOXTROT backdoors and the FOXGLOVE launcher. The technical report also provided new information on the exact organisations and regions affected. ",2022-10-10 00:00:00,Not available,Incident disclosed by victim,Data theft,9,Low,3,3,1,0,0,Not available,UNC4841 ,Non-state-group,Hacktivist(s),4724_14,['Not available'],"['Critical infrastructure', 'State institutions / political system']","['Transportation', 'Telecommunications', 'Energy', 'Research', 'Civil service / administration', 'Government / ministries', 'Health', 'Finance', 'Space', 'Critical Manufacturing', 'Military', 'Defence industry']",['CENTAM'],Secession,China (Hong Kong),Yes / HIIK intensity,HIIK 2,Secession,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,51-200,0,Not available,Not available,11-20,14,257.0,"Victim organisations using the Email Security Gateway offered by the IT security company Barracuda started receiving emails designed to exploit the zero-day vulnerability CVE-2023-2868 starting on 10 October 2022. The malicious acitivity was first detected on 19 May 2023 by Barracuda, which launched an investigation in cooperation with the threat intelligence company Mandiant. The investigation uncovered a large-scale campaign that in many cases had successfully extracted data from infected systems. Among the victims from at least 16 different countries are academic targets in and as well as government officials in . Nearly a third of the victims are from the public sector. Mandiant assessed with high confidence that the campaign by the threat actor UNC4841 was conducted in support of . Barracuda distributed a patch to close the vulnerability on the day after it was discovered, on May 20. Concerns about threat actors persisting in virtual or hardware ESG appliances subsequently led the company to advise the immediate replacement of compromised appliances, irregardless of whether patches had been applied. On 29 August 2023, Mandiant published a subsequent technical report with new findings. According to this report, the cyber incident lasted into June 2023, and especially after Barracuda published the given vulnerability in May 2023, UNC4841 attempted to maintain access to certain already compromised environments they deemed most important with additional malware. The additional malware was the SKIPJACK, DEPTHCHARGE and FOXTROT backdoors and the FOXGLOVE launcher. The technical report also provided new information on the exact organisations and regions affected.",1.0,0.0760739456627851,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
156,China,North America,979,"""Operation/Group Rancor""","The RANCOR APT  group has been targeting political entities in Singapore, Cambodia, and Thailand, and likely in other countries, using two previously unknown strain of malware. The two malware families were tracked as DDKONG and PLAINTEE. The group might be related to the Chinese-based group DragonOk.",2017-01-01 00:00:00,Not available,Incident disclosed by IT-security company,Data theft,0,Not available,3,3,1,0,0,Not available,Unknown,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)",1554_1,['Not available'],"['Critical infrastructure', 'State institutions / political system']","['Government / ministries', 'Telecommunications']",['Not available'],International power,Not available,Yes / HIIK intensity,HIIK 2,International power,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,46.0,"The RANCOR APT group has been targeting political entities in , , and , and likely in other countries, using two previously unknown strain of malware. The two malware families were tracked as DDKONG and PLAINTEE. The group might be related to the -based group DragonOk.",1.0,0.6800849451406425,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
157,China,North Macedonia,2353,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,"Victim organisations using the Email Security Gateway offered by the IT security company Barracuda started receiving emails designed to exploit the zero-day vulnerability CVE-2023-2868 starting on 10 October 2022. The malicious acitivity was first detected on 19 May 2023 by Barracuda, which launched an investigation in cooperation with the threat intelligence company Mandiant. The investigation uncovered a large-scale campaign that in many cases had successfully extracted data from infected systems. Among the victims from at least 16 different countries are academic targets in Taiwan and Hong Kong as well as government officials in Southeast Asia. Nearly a third of the victims are from the public sector. Mandiant assessed with high confidence that the campaign by the threat actor UNC4841 was conducted in support of the People's Republic of China. 
Barracuda distributed a patch to close the vulnerability on the day after it was discovered, on May 20. Concerns about threat actors persisting in virtual or hardware ESG appliances subsequently led the company to advise the immediate replacement of compromised appliances, irregardless of whether patches had been applied.
On 29 August 2023, Mandiant published a subsequent technical report with new findings. According to this report, the cyber incident lasted into June 2023, and especially after Barracuda published the given vulnerability in May 2023, UNC4841 attempted to maintain access to certain already compromised environments they deemed most important with additional malware. The additional malware was the SKIPJACK, DEPTHCHARGE and FOXTROT backdoors and the FOXGLOVE launcher. The technical report also provided new information on the exact organisations and regions affected. ",2022-10-10 00:00:00,Not available,Incident disclosed by victim,Data theft,9,Low,3,3,1,0,0,Not available,UNC4841 ,Non-state-group,Hacktivist(s),4692_14,['Not available'],"['Critical infrastructure', 'State institutions / political system']","['Transportation', 'Telecommunications', 'Energy', 'Research', 'Civil service / administration', 'Government / ministries', 'Health', 'Finance', 'Space', 'Critical Manufacturing', 'Military', 'Defence industry']","['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']",Secession,China (Hong Kong),Yes / HIIK intensity,HIIK 2,Secession,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,51-200,0,Not available,Not available,11-20,14,257.0,"Victim organisations using the Email Security Gateway offered by the IT security company Barracuda started receiving emails designed to exploit the zero-day vulnerability CVE-2023-2868 starting on 10 October 2022. The malicious acitivity was first detected on 19 May 2023 by Barracuda, which launched an investigation in cooperation with the threat intelligence company Mandiant. The investigation uncovered a large-scale campaign that in many cases had successfully extracted data from infected systems. Among the victims from at least 16 different countries are academic targets in and as well as government officials in . Nearly a third of the victims are from the public sector. Mandiant assessed with high confidence that the campaign by the threat actor UNC4841 was conducted in support of . Barracuda distributed a patch to close the vulnerability on the day after it was discovered, on May 20. Concerns about threat actors persisting in virtual or hardware ESG appliances subsequently led the company to advise the immediate replacement of compromised appliances, irregardless of whether patches had been applied. On 29 August 2023, Mandiant published a subsequent technical report with new findings. According to this report, the cyber incident lasted into June 2023, and especially after Barracuda published the given vulnerability in May 2023, UNC4841 attempted to maintain access to certain already compromised environments they deemed most important with additional malware. The additional malware was the SKIPJACK, DEPTHCHARGE and FOXTROT backdoors and the FOXGLOVE launcher. The technical report also provided new information on the exact organisations and regions affected.",1.0,0.0760739456627851,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
158,China,Norway,1193,Norway government hack,Chinese state-sponsored group APT 31/Zirconium gained access into the IT network systems of the norwegian government and stole data.,2018-01-01 00:00:00,Not available,Incident disclosed by authorities of victim state,Data theft,0,Not available,3,3,1,0,0,Not available,"APT31/Violet Typhoon fka ZIRCONIUM/BRONZE VINEWOOD/G0128/Judgment Panda/Red Keres/Altaire (Wuhan Xiaoruizhi Science and Technology Company, MSS Hubei State Security Department)",State affiliated actor,Not available,1924_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['EUROPE', 'NATO', 'NORTHEU']",Unknown,Not available,Unknown,Not available,International power,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,19.0,state-sponsored group APT 31/Zirconium gained access into the IT network systems of the government and stole data.,1.0,0.516605905018025,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
158,China,Norway,2353,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,"Victim organisations using the Email Security Gateway offered by the IT security company Barracuda started receiving emails designed to exploit the zero-day vulnerability CVE-2023-2868 starting on 10 October 2022. The malicious acitivity was first detected on 19 May 2023 by Barracuda, which launched an investigation in cooperation with the threat intelligence company Mandiant. The investigation uncovered a large-scale campaign that in many cases had successfully extracted data from infected systems. Among the victims from at least 16 different countries are academic targets in Taiwan and Hong Kong as well as government officials in Southeast Asia. Nearly a third of the victims are from the public sector. Mandiant assessed with high confidence that the campaign by the threat actor UNC4841 was conducted in support of the People's Republic of China. 
Barracuda distributed a patch to close the vulnerability on the day after it was discovered, on May 20. Concerns about threat actors persisting in virtual or hardware ESG appliances subsequently led the company to advise the immediate replacement of compromised appliances, irregardless of whether patches had been applied.
On 29 August 2023, Mandiant published a subsequent technical report with new findings. According to this report, the cyber incident lasted into June 2023, and especially after Barracuda published the given vulnerability in May 2023, UNC4841 attempted to maintain access to certain already compromised environments they deemed most important with additional malware. The additional malware was the SKIPJACK, DEPTHCHARGE and FOXTROT backdoors and the FOXGLOVE launcher. The technical report also provided new information on the exact organisations and regions affected. ",2022-10-10 00:00:00,Not available,Incident disclosed by victim,Data theft,9,Low,3,3,1,0,0,Not available,UNC4841 ,Non-state-group,Hacktivist(s),4707_14,['Not available'],"['Critical infrastructure', 'State institutions / political system']","['Transportation', 'Telecommunications', 'Energy', 'Research', 'Civil service / administration', 'Government / ministries', 'Health', 'Finance', 'Space', 'Critical Manufacturing', 'Military', 'Defence industry']","['EUROPE', 'NATO', 'NORTHEU']",Secession,China (Hong Kong),Yes / HIIK intensity,HIIK 2,Secession,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,51-200,0,Not available,Not available,11-20,14,257.0,"Victim organisations using the Email Security Gateway offered by the IT security company Barracuda started receiving emails designed to exploit the zero-day vulnerability CVE-2023-2868 starting on 10 October 2022. The malicious acitivity was first detected on 19 May 2023 by Barracuda, which launched an investigation in cooperation with the threat intelligence company Mandiant. The investigation uncovered a large-scale campaign that in many cases had successfully extracted data from infected systems. Among the victims from at least 16 different countries are academic targets in and as well as government officials in . Nearly a third of the victims are from the public sector. Mandiant assessed with high confidence that the campaign by the threat actor UNC4841 was conducted in support of . Barracuda distributed a patch to close the vulnerability on the day after it was discovered, on May 20. Concerns about threat actors persisting in virtual or hardware ESG appliances subsequently led the company to advise the immediate replacement of compromised appliances, irregardless of whether patches had been applied. On 29 August 2023, Mandiant published a subsequent technical report with new findings. According to this report, the cyber incident lasted into June 2023, and especially after Barracuda published the given vulnerability in May 2023, UNC4841 attempted to maintain access to certain already compromised environments they deemed most important with additional malware. The additional malware was the SKIPJACK, DEPTHCHARGE and FOXTROT backdoors and the FOXGLOVE launcher. The technical report also provided new information on the exact organisations and regions affected.",1.0,0.0760739456627851,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
159,China,Not available,4148,"Chinese state-sponsored Winnti Group targeted cybercriminals in China with Glutton backdoor beginning since at least April 29, 2024","Beginning since at least April 29, 2024, Chinese threat actor Winnti Group was found to be using a PHP-based backdoor called 'Glutton' to target the cybercriminal underground, primarily in China. The backdoor, which shares similarities with the Winnti backdoor, was discovered by researchers at QiAnXin XLab, who reported the incident on December 12, 2024. Glutton was found to be embedded in an archive downloaded from the Timibbs cybercrime online market and linked to a fraudulent click-farming platform. The backdoor can extract sensitive system data, deploy an Executable and Linkable Format backdoor, and inject malicious code into PHP frameworks like Baota, ThinkPHP, Yii and Laravel. The attackers used poisoned tools to turn cybercrime operators into unwitting pawns, with the malware operating stealthily within PHP or PHP-FPM FastCGI processes. The victims of Glutton span various sectors, particularly in IT services and business operations, and include systems used by cyber criminals, with the majority of them located in China.",2024-04-29 00:00:00,2024-04-29 00:00:00,Incident disclosed by IT-security company,Data theft,6,Low,3,3,1,0,0,Not available,Unknown,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)",7571_0,['Not available'],['Social groups'],['Criminal'],['Not available'],Not available,Not available,Not available,Not available,Cyber-specific,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,1-10,0,Not available,Not available,1-10,0,156.0,"Beginning since at least April 29, 2024, threat actor Winnti Group was found to be using a PHP-based backdoor called 'Glutton' to target the cybercriminal underground, primarily in . The backdoor, which shares similarities with the Winnti backdoor, was discovered by researchers at QiAnXin XLab, who reported the incident on December 12, 2024. Glutton was found to be embedded in an archive downloaded from the Timibbs cybercrime online market and linked to a fraudulent click-farming platform. The backdoor can extract sensitive system data, deploy an Executable and Linkable Format backdoor, and inject malicious code into PHP frameworks like Baota, ThinkPHP, Yii and Laravel. The attackers used poisoned tools to turn cybercrime operators into unwitting pawns, with the malware operating stealthily within PHP or PHP-FPM FastCGI processes. The victims of Glutton span various sectors, particularly in IT services and business operations, and include systems used by cyber criminals, with the majority of them located in .",1.0,0.1654264910849054,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
159,China,Not available,3737,China-linked APT Volt Typhoon exploited a zero-day in Versa Director in June 2024,"China-linked APT Volt Typhoon exploited a zero-day vulnerability, tracked as CVE-2024-39717, in Versa Director, to deploy a custom webshell on breached networks, allowing the threat actors to intercept credentials in plain text. Versa Director is a centralized management and orchestration platform used primarily by Internet Service Providers (ISPs) and Managed Service Providers (MSPs) to manage and monitor Software-Defined Wide Area Networks (SD-WANs). Researchers at Lumen’s Black Lotus Labs discovered a zero-day vulnerability in Versa Director on June 17. Black Lotus Labs detected unusual traffic indicating the exploitation of several US Versa Director servers between June 12 and mid-July 2024. The initial access to these compromised systems was likely through port 4566, typically used for high-availability (HA) pairing between Versa nodes. Black Lotus analysis of global telemetry identified actor-controlled small-office/home-office (SOHO) devices exploiting this zero-day vulnerability at four US victims and one non-US victim in the Internet service provider (ISP), managed service provider (MSP) and information technology (IT) sectors. Black Lotus linked the activity to Volt Typhoon with moderate confidence.",2024-06-12 00:00:00,Not available,Incident disclosed by IT-security company,Data theft,6,Low,4,4,1,0,0,Not available,Unknown,State affiliated actor,Not available,6833_0,['Not available'],['Critical infrastructure'],['Telecommunications'],['Not available'],International power,China – USA,Yes / HIIK intensity,Not available,International power,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,1-10,3,Not available,Not available,1-10,1,169.0,"-linked APT Volt Typhoon exploited a zero-day vulnerability, tracked as CVE-2024-39717, in Director, to deploy a custom webshell on breached networks, allowing the threat actors to intercept credentials in plain text. Versa Director is a centralized management and orchestration platform used primarily by Internet Service Providers (ISPs) and Managed Service Providers (MSPs) to manage and monitor Software-Defined Wide Area Networks (SD-WANs). Researchers at Lumen’s Black Lotus Labs discovered a zero-day vulnerability in Director on June 17. Black Lotus Labs detected unusual traffic indicating the exploitation of several Versa Director servers between June 12 and mid-July 2024. The initial access to these compromised systems was likely through port 4566, typically used for high-availability (HA) pairing between nodes. Black Lotus analysis of global telemetry identified actor-controlled small-office/home-office (SOHO) devices exploiting this zero-day vulnerability at four victims and one non- victim in the Internet service provider (ISP), managed service provider (MSP) and information technology (IT) sectors. Black Lotus linked the activity to Volt Typhoon with moderate confidence.",1.0,0.0736144927793121,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
160,China,Oman,2353,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,"Victim organisations using the Email Security Gateway offered by the IT security company Barracuda started receiving emails designed to exploit the zero-day vulnerability CVE-2023-2868 starting on 10 October 2022. The malicious acitivity was first detected on 19 May 2023 by Barracuda, which launched an investigation in cooperation with the threat intelligence company Mandiant. The investigation uncovered a large-scale campaign that in many cases had successfully extracted data from infected systems. Among the victims from at least 16 different countries are academic targets in Taiwan and Hong Kong as well as government officials in Southeast Asia. Nearly a third of the victims are from the public sector. Mandiant assessed with high confidence that the campaign by the threat actor UNC4841 was conducted in support of the People's Republic of China. 
Barracuda distributed a patch to close the vulnerability on the day after it was discovered, on May 20. Concerns about threat actors persisting in virtual or hardware ESG appliances subsequently led the company to advise the immediate replacement of compromised appliances, irregardless of whether patches had been applied.
On 29 August 2023, Mandiant published a subsequent technical report with new findings. According to this report, the cyber incident lasted into June 2023, and especially after Barracuda published the given vulnerability in May 2023, UNC4841 attempted to maintain access to certain already compromised environments they deemed most important with additional malware. The additional malware was the SKIPJACK, DEPTHCHARGE and FOXTROT backdoors and the FOXGLOVE launcher. The technical report also provided new information on the exact organisations and regions affected. ",2022-10-10 00:00:00,Not available,Incident disclosed by victim,Data theft,9,Low,3,3,1,0,0,Not available,UNC4841 ,Non-state-group,Hacktivist(s),4668_14,['Not available'],"['Critical infrastructure', 'State institutions / political system']","['Transportation', 'Telecommunications', 'Energy', 'Research', 'Civil service / administration', 'Government / ministries', 'Health', 'Finance', 'Space', 'Critical Manufacturing', 'Military', 'Defence industry']","['ASIA', 'MENA', 'MEA', 'GULFC']",Secession,China (Hong Kong),Yes / HIIK intensity,HIIK 2,Secession,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,51-200,0,Not available,Not available,11-20,14,257.0,"Victim organisations using the Email Security Gateway offered by the IT security company Barracuda started receiving emails designed to exploit the zero-day vulnerability CVE-2023-2868 starting on 10 October 2022. The malicious acitivity was first detected on 19 May 2023 by Barracuda, which launched an investigation in cooperation with the threat intelligence company Mandiant. The investigation uncovered a large-scale campaign that in many cases had successfully extracted data from infected systems. Among the victims from at least 16 different countries are academic targets in and as well as government officials in . Nearly a third of the victims are from the public sector. Mandiant assessed with high confidence that the campaign by the threat actor UNC4841 was conducted in support of . Barracuda distributed a patch to close the vulnerability on the day after it was discovered, on May 20. Concerns about threat actors persisting in virtual or hardware ESG appliances subsequently led the company to advise the immediate replacement of compromised appliances, irregardless of whether patches had been applied. On 29 August 2023, Mandiant published a subsequent technical report with new findings. According to this report, the cyber incident lasted into June 2023, and especially after Barracuda published the given vulnerability in May 2023, UNC4841 attempted to maintain access to certain already compromised environments they deemed most important with additional malware. The additional malware was the SKIPJACK, DEPTHCHARGE and FOXTROT backdoors and the FOXGLOVE launcher. The technical report also provided new information on the exact organisations and regions affected.",1.0,0.0760739456627851,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
161,China,Pakistan,2484,Chinese state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries beginning in 2021,"The Chinese state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries during the years of 2021 to 2023, US-based IT security firm Recorded Future disclosed in a technical report on 8 August 2023.
The affected targets belonged to academia as well as the aerospace, government, media, telecommunications, and research and development sectors. With a regional concentration of activity in Southeast Asia, the majority of the targets were government organisations, including the offices of heads of government, finance ministries, legislative bodies, and interior ministries.",2021-01-01 00:00:00,Not available,Incident disclosed by IT-security company,Hijacking without Misuse,7,Low,1,1,1,0,0,Not available,RedHotel/Aquatic Panda/BRONZE UNIVERSITY/Charcoal Typhoon fka CHROMIUM/Earth Lusca/Red Scylla/ControlX/Fishmonger/DeepCliff/POISON CARP (I-Soon),State affiliated actor,Not available,4489_5,['Not available'],"['Critical infrastructure', 'State institutions / political system']","['Telecommunications', 'Government / ministries', 'Space', 'Research', 'Legislative']","['ASIA', 'SASIA', 'SCO']",Unknown,Not available,Unknown,Not available,International power,Not available,Not available,Moderate - high political importance,No system interference/disruption,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,Not available,0,euro,11-50,0,Not available,Not available,11-20,17,86.0,"The state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries during the years of 2021 to 2023, -based IT security firm Recorded Future disclosed in a technical report on 8 August 2023. The affected targets belonged to academia as well as the aerospace, government, media, telecommunications, and research and development sectors. With a regional concentration of activity in , the majority of the targets were government organisations, including the offices of heads of government, finance ministries, legislative bodies, and interior ministries.",1.0,0.1255019239784182,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
161,China,Pakistan,1672,Chinese state-sponsored hacking group Earth Longzhi gained access to high-profile victims of various sectors in several countries beginning in mid-2021,"Chinese state-sponsored hacking group Earth Longzhi, which is a subgroup of Chinese cyber-proxy APT41, gained access to high-profile victims of various sectors in several countries beginning in August 2021 and lasting until June 2022. ",2021-08-01 00:00:00,Not available,Incident disclosed by IT-security company,Data theft,6,Low,4,4,1,0,0,Not available,Earth Longzhi < APT41/BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)",2793_2,['Not available'],['Critical infrastructure'],"['Transportation', 'Defence industry']","['ASIA', 'SASIA', 'SCO']",Secession,China (Taiwan),Yes / HIIK intensity,HIIK 2,International power,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Data corruption (deletion/altering) but no leaking of data, no data breach/exfiltration OR major data breach / exfiltration, but no data corruption and/or leaking of data",Not available,0,euro,1-10,0,Not available,Not available,1-10,7,34.0,"state-sponsored hacking group , which is a subgroup of cyber-proxy APT41, gained access to high-profile victims of various sectors in several countries beginning in August 2021 and lasting until June 2022.",1.0,0.522532183476492,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
161,China,Pakistan,2353,Suspected Chinese threat actor UNC4841 exploited zero-day vulnerability in Barracuda Email Security Gateway to conduct espionage against victim organisations in at least 16 countries since 10 October 2022,"Victim organisations using the Email Security Gateway offered by the IT security company Barracuda started receiving emails designed to exploit the zero-day vulnerability CVE-2023-2868 starting on 10 October 2022. The malicious acitivity was first detected on 19 May 2023 by Barracuda, which launched an investigation in cooperation with the threat intelligence company Mandiant. The investigation uncovered a large-scale campaign that in many cases had successfully extracted data from infected systems. Among the victims from at least 16 different countries are academic targets in Taiwan and Hong Kong as well as government officials in Southeast Asia. Nearly a third of the victims are from the public sector. Mandiant assessed with high confidence that the campaign by the threat actor UNC4841 was conducted in support of the People's Republic of China. 
Barracuda distributed a patch to close the vulnerability on the day after it was discovered, on May 20. Concerns about threat actors persisting in virtual or hardware ESG appliances subsequently led the company to advise the immediate replacement of compromised appliances, irregardless of whether patches had been applied.
On 29 August 2023, Mandiant published a subsequent technical report with new findings. According to this report, the cyber incident lasted into June 2023, and especially after Barracuda published the given vulnerability in May 2023, UNC4841 attempted to maintain access to certain already compromised environments they deemed most important with additional malware. The additional malware was the SKIPJACK, DEPTHCHARGE and FOXTROT backdoors and the FOXGLOVE launcher. The technical report also provided new information on the exact organisations and regions affected. ",2022-10-10 00:00:00,Not available,Incident disclosed by victim,Data theft,9,Low,3,3,1,0,0,Not available,UNC4841 ,Non-state-group,Hacktivist(s),4682_14,['Not available'],"['Critical infrastructure', 'State institutions / political system']","['Transportation', 'Telecommunications', 'Energy', 'Research', 'Civil service / administration', 'Government / ministries', 'Health', 'Finance', 'Space', 'Critical Manufacturing', 'Military', 'Defence industry']","['ASIA', 'SASIA', 'SCO']",Secession,China (Hong Kong),Yes / HIIK intensity,HIIK 2,Secession,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,51-200,0,Not available,Not available,11-20,14,257.0,"Victim organisations using the Email Security Gateway offered by the IT security company Barracuda started receiving emails designed to exploit the zero-day vulnerability CVE-2023-2868 starting on 10 October 2022. The malicious acitivity was first detected on 19 May 2023 by Barracuda, which launched an investigation in cooperation with the threat intelligence company Mandiant. The investigation uncovered a large-scale campaign that in many cases had successfully extracted data from infected systems. Among the victims from at least 16 different countries are academic targets in and as well as government officials in . Nearly a third of the victims are from the public sector. Mandiant assessed with high confidence that the campaign by the threat actor UNC4841 was conducted in support of . Barracuda distributed a patch to close the vulnerability on the day after it was discovered, on May 20. Concerns about threat actors persisting in virtual or hardware ESG appliances subsequently led the company to advise the immediate replacement of compromised appliances, irregardless of whether patches had been applied. On 29 August 2023, Mandiant published a subsequent technical report with new findings. According to this report, the cyber incident lasted into June 2023, and especially after Barracuda published the given vulnerability in May 2023, UNC4841 attempted to maintain access to certain already compromised environments they deemed most important with additional malware. The additional malware was the SKIPJACK, DEPTHCHARGE and FOXTROT backdoors and the FOXGLOVE launcher. The technical report also provided new information on the exact organisations and regions affected.",1.0,0.0760739456627851,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
162,China,Palestine,2484,Chinese state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries beginning in 2021,"The Chinese state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries during the years of 2021 to 2023, US-based IT security firm Recorded Future disclosed in a technical report on 8 August 2023.
The affected targets belonged to academia as well as the aerospace, government, media, telecommunications, and research and development sectors. With a regional concentration of activity in Southeast Asia, the majority of the targets were government organisations, including the offices of heads of government, finance ministries, legislative bodies, and interior ministries.",2021-01-01 00:00:00,Not available,Incident disclosed by IT-security company,Hijacking without Misuse,7,Low,1,1,1,0,0,Not available,RedHotel/Aquatic Panda/BRONZE UNIVERSITY/Charcoal Typhoon fka CHROMIUM/Earth Lusca/Red Scylla/ControlX/Fishmonger/DeepCliff/POISON CARP (I-Soon),State affiliated actor,Not available,4501_5,['Not available'],"['Critical infrastructure', 'State institutions / political system']","['Telecommunications', 'Government / ministries', 'Space', 'Research', 'Legislative']","['ASIA', 'MENA', 'MEA']",Unknown,Not available,Unknown,Not available,International power,Not available,Not available,Moderate - high political importance,No system interference/disruption,No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,Not available,0,euro,11-50,0,Not available,Not available,11-20,17,86.0,"The state-sponsored hacking group 'RedHotel' compromised a variety of targets across 17 countries during the years of 2021 to 2023, -based IT security firm Recorded Future disclosed in a technical report on 8 August 2023. The affected targets belonged to academia as well as the aerospace, government, media, telecommunications, and research and development sectors. With a regional concentration of activity in , the majority of the targets were government organisations, including the offices of heads of government, finance ministries, legislative bodies, and interior ministries.",1.0,0.1255019239784182,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
