dyad_id,initiator_country,receiver_country,incident_id,name,description,start_date,end_date,source_disclosure,operation_type,impact_indicator_score,impact_indicator_label,unweighted_intensity,weighted_intensity,number_attributions,number_political_responses,number_legal_responses,casualties,initiator_name,initiator_category,initiator_subcategory,receiver_id,receiver_name,receiver_category,receiver_subcategory,receiver_regions,offline_conflict_issue,offline_conflict_name,offline_conflict_intensity,offline_conflict_intensity_subcode,cyber_conflict_issue,physical_effects_spatial,physical_effects_temporal,target_multiplier,functional_impact,intelligence_impact,economic_impact,economic_impact_value,economic_impact_currency,affected_entities,affected_entities_value,affected_eu_countries,affected_eu_countries_value,affected_third_countries,affected_third_countries_value,n_words,description_no_geo,topic,topic_prob,topic_label,topic_name,topic_group
796,Ukraine,Russia,2660,IT Army of Ukraine targeted Russian flight booking system with DDoS attack on 28 September 2023,"The Leonardo flight booking system used by several Russian airlines was hit by a DDoS attack on 28 September 2023. The IT Army of Ukraine claimed responsibility for the attack, which led to disruptions of the system and consequently to delays in scheduled flights. According to Aeroflot, some flights at Moscow's Sheremetyevo International Airport were delayed by up to one hour. ",2023-09-28 00:00:00,2023-09-28 00:00:00,Incident disclosed by victim,DDoS/Defacement,7,Low,1,1,1,0,0,Not available,Unknown,Non-state-group,Hacktivist(s),5001_0,['Not available'],['Critical infrastructure'],['Transportation'],"['EUROPE', 'EASTEU', 'CSTO', 'SCO']",International power,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,Moderate - high political importance,Day (< 24h),No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,Not available,0,euro,11-50,0,Not available,Not available,1-10,1,61.0,"The Leonardo flight booking system used by several airlines was hit by a DDoS attack on 28 September 2023. The IT Army of Ukraine claimed responsibility for the attack, which led to disruptions of the system and consequently to delays in scheduled flights. According to Aeroflot, some flights at 's Sheremetyevo International Airport were delayed by up to one hour.",3.0,0.1586387698832741,"ddos, with ddos, hacktivist, cyber, targeted",DDoS & Service Disruption Campaigns,Disruption Operations
796,Ukraine,Russia,2771,DumpForums group and Ukrainian Cyber Alliance defaced website of Russian National Payment Card System (NSPK) in October 2023,"Hacktivists from the DumpForums group and the Ukrainian Cyber Alliance defaced the website of the Russian National Payment Card System (NSPK) in October 2023. The hacktivists claimed to have gained access to the company's internal system and stolen 30 GB of data related to Mir, the system's consumer payment network, that serves as a local alternative to Visa and Mastercard. ",2023-10-01 00:00:00,Not available,Incident disclosed by attacker,Data theft,8,Low,5,5,1,0,0,Not available,Cyber Resistance aka the Ukrainian Cyber Alliance,Non-state-group,Hacktivist(s),5195_0,['National Card Payment System (NSPK)'],['Critical infrastructure'],['Finance'],"['EUROPE', 'EASTEU', 'CSTO', 'SCO']",International power,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,Moderate - high political importance,Days (< 7 days),"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,1-10,1,Not available,Not available,1-10,1,60.0,"Hacktivists from the DumpForums group and the Ukrainian Cyber Alliance defaced the website of the Russian National Payment Card System (NSPK) in October 2023. The hacktivists claimed to have gained access to the company's internal system and stolen 30 GB of data related to Mir, the system's consumer payment network, that serves as a local alternative to Visa and .",0.0,0.2256234841682803,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
796,Ukraine,Russia,3425,Ukrainian hacker group BO Team and Ukraine's Defense Intelligence (HUR) claimed to have concudcted cyber operation against Russian telecom provider MTS at end of April 2024,"The Ukrainian hacker group BO Team and Ukraine’s Defense Intelligence (HUR) claimed to have conducted a cyber operation against Russian telecom provider MTS on 26-27 April 2024. According to the report by Kyiv Post from 28 April, the hackers told RBC Ukraine that they were ""able to destroy the company’s software and configuration file and caused severe disruption to internet services across Russia, including Moscow and St. Petersburg."" Furthermore, HUR informed RBC Ukraine that hackers had gained access to all of MTT’s network equipment in the run-up to the cyberattack. Repair work will take months for MTT since it will need to physically connect each device across the country, according to HUR.
No independent third-party reporting was available at the time of reporting to confirm the Ukrainian media accounts, including of the alleged impact of the operation.
The attack hit the Interregional TransitTelecom (MTT), a Russian fixed-line provider operating under MTS. The MTT website reported disruptions at the time of reporting but did not confirm a cyberattack or disclose further details about the reasons for the service stop. 
",2024-04-01 00:00:00,2024-04-27 00:00:00,Incident disclosed by attacker,"Prolonged system outage (e.g., wiper)",7,Low,4,6,1,0,0,Not available,Ukraine´s Defense Intelligence (HUR),State,Not available,6299_0,['Interregional TransitTelecom (MTT)'],['Critical infrastructure'],['Telecommunications'],"['EUROPE', 'EASTEU', 'CSTO', 'SCO']",International power,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,"Very high political importance (e.g., critical infrastructure, military) - intensity multiplied by 1.5",Days (< 7 days),No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data,Not available,0,euro,1-10,1,Not available,Not available,1-10,1,178.0,"The hacker group BO Team and Ukraine’s Defense Intelligence (HUR) claimed to have conducted a cyber operation against telecom provider MTS on 26-27 April 2024. According to the report by Kyiv Post from 28 April, the hackers told RBC that they were ""able to destroy the company’s software and configuration file and caused severe disruption to internet services across , including and ."" Furthermore, HUR informed RBC that hackers had gained access to all of MTT’s network equipment in the run-up to the cyberattack. Repair work will take months for MTT since it will need to physically connect each device across the country, according to HUR. No independent third-party reporting was available at the time of reporting to confirm the media accounts, including of the alleged impact of the operation. The attack hit the Interregional TransitTelecom (MTT), a fixed-line provider operating under MTS. The MTT website reported disruptions at the time of reporting but did not confirm a cyberattack or disclose further details about the reasons for the service stop.",5.0,0.1175816405045961,"ransomware, cyberattack, compromised, intrusion, the university",Institutional Ransomware Attacks,Financially Motivated Operations
796,Ukraine,Russia,3651,Russian IT service provider Avanpost breached by pro-Ukrainian Cyber Anarchy Squad on 26 July 2024,"Avanpost, an IT services provider developing identification and multifactor authentication services mainly for the Russian market, was breached by the pro-Ukrainian Cyber Anarchy Squad on 26 July 2024. This was first reported by the attackers themselves via Telegram. Cyber Anarchy Squad encrypted 400 virtual machines as well as employee work stations, released a dataset containing 390 GB of ""valuable information"" and destroyed another 60 TB. Avanpost later confirmed an incident but did not provide any additional information.",2024-07-26 00:00:00,2024-07-26 00:00:00,Not available,Hack and leak,11,Medium,5,5,2,0,0,Not available,Cyber Anarchy Squad,Non-state-group,Hacktivist(s),6702_0,['Avanpost'],['Critical infrastructure'],['Digital Provider'],"['EUROPE', 'EASTEU', 'CSTO', 'SCO']",International power,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,Moderate - high political importance,Weeks (< 4 weeks),"Minor data breach/exfiltration (no critical/sensitive information), data corruption (deletion/altering) and/or leaking of data  ",Not available,0,euro,1-10,1,Not available,Not available,1-10,1,77.0,"Avanpost, an IT services provider developing identification and multifactor authentication services mainly for the market, was breached by the pro-Ukrainian Cyber Anarchy Squad on 26 July 2024. This was first reported by the attackers themselves via Telegram. Cyber Anarchy Squad encrypted 400 virtual machines as well as employee work stations, released a dataset containing 390 GB of ""valuable information"" and destroyed another 60 TB. Avanpost later confirmed an incident but did not provide any additional information.",4.0,0.3244888796780351,"data breach, stolen data, personal data, breached, personal information",Data Breaches & Information Exposure,Data Exposure
796,Ukraine,Russia,4190,"Hacktivist group Ukrainian Cyber Alliance breached Russian ISP Nodex, stole sensitive documents and wiped systems on 7 January 2025","On January 9, 2025, the Ukrainian Cyber Alliance, a pro-Ukraine hacktivist group, breached Russian ISP Nodex, stealing sensitive documents and wiping systems, thereby destroying the company's connectivity. The attack was confirmed by Nodex, who speculated the involvement of Russia-linked threat actors, and by internet monitoring service NetBlocks, which reported a disruption in Nodex's connectivity. The Ukrainian Cyber Alliance published screenshots as proof of the breach, including images of the Veeam backup and Hewlett Packard Enterprise server consoles. Nodex informed the public about the attack through a message on VKontakte, stating that the network had been destroyed and was being restored from backup copies. The company later announced that it had restored its network core and was working to restore connections, but its website remained unreachable as of 9 January 2025. The attack affected fixed-line and mobile services.",2025-01-07 00:00:00,Not available,Not available,Data theft,0,Not available,0,0,1,0,0,Not available,Cyber Resistance aka the Ukrainian Cyber Alliance,Non-state-group,Hacktivist(s),7648_0,['Nodex'],['Critical infrastructure'],['Telecommunications'],"['EUROPE', 'EASTEU', 'CSTO', 'SCO']",Territory,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,Not available,Not available,Not available,Not available,0,euro,Not available,0,Not available,Not available,Not available,0,137.0,"On January 9, 2025, the Ukrainian Cyber Alliance, a hacktivist group, breached ISP Nodex, stealing sensitive documents and wiping systems, thereby destroying the company's connectivity. The attack was confirmed by Nodex, who speculated the involvement of -linked threat actors, and by internet monitoring service NetBlocks, which reported a disruption in Nodex's connectivity. The Ukrainian Cyber Alliance published screenshots as proof of the breach, including images of the Veeam backup and Hewlett Packard Enterprise server consoles. Nodex informed the public about the attack through a message on VKontakte, stating that the network had been destroyed and was being restored from backup copies. The company later announced that it had restored its network core and was working to restore connections, but its website remained unreachable as of 9 January 2025. The attack affected fixed-line and mobile services.",5.0,0.1176108086392255,"ransomware, cyberattack, compromised, intrusion, the university",Institutional Ransomware Attacks,Financially Motivated Operations
796,Ukraine,Russia,4252,Ukrainian Cyber Forces Paralyzed Gazprom and Gazprom Neft in Russia by Using a DDoS Attack on 30 January 2025,"On 30 January 2025, Ukraine's cyber forces, specifically a group from Military Intelligence , launched a DDoS attack on the digital infrastructure of Russian companies Gazprom and Gazprom Neft, on the anniversary of the Heroes of Kruty battle. The attack, which started on 28 January 2025, targeted online services of enterprises that support the Russian army, resulting in Gazprom customers being unable to access their personal accounts, use the company's online services, pay for fuel with fuel cards, or accumulate and redeem bonus points on their accounts. Ukrainian intelligence services claimed responsibility for the attack, stating it was a tribute to the heroes of Kruty.",2025-01-28 00:00:00,2025-01-30 00:00:00,Incident disclosed by attacker,DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,Ukraine´s Defense Intelligence (HUR),State,Not available,7803_0,"['Gazprom Neft', 'Gazprom']",['Critical infrastructure'],['Energy'],"['EUROPE', 'EASTEU', 'CSTO', 'SCO']",Territory,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,Territory,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,euro,Not available,0,Not available,Not available,Not available,0,105.0,"On 30 January 2025, 's cyber forces, specifically a group from , launched a DDoS attack on the digital infrastructure of companies Gazprom and Gazprom Neft, on the anniversary of the Heroes of Kruty battle. The attack, which started on 28 January 2025, targeted online services of enterprises that support the army, resulting in customers being unable to access their personal accounts, use the company's online services, pay for fuel with fuel cards, or accumulate and redeem bonus points on their accounts. intelligence services claimed responsibility for the attack, stating it was a tribute to the heroes of Kruty.",3.0,0.211267619727867,"ddos, with ddos, hacktivist, cyber, targeted",DDoS & Service Disruption Campaigns,Disruption Operations
796,Ukraine,Russia,4332,Pro-Ukraine hacktivist group Ukrainian Cyber Alliance attacked the Russian microfinance company CarMoney in Russia on 19 February 2025,"On 19 February 2025, the Cyber Resistance / Ukrainian Cyber Alliance, a group of pro-Ukraine hacktivists, carried out a cyberattack on CarMoney, a Russian microfinance company. CarMoney confirmed earlier this week that it had suffered a cyber incident, forcing it to shut down all systems after attackers sent spam messages to customers claiming the company was closing its business, donating its proceeds to charity and writing off all debts. The organization has not attributed the attack to Ukrainian hackers or disclosed the full extent of the breach.  The hackers said their attack destroyed CarMoney’s infrastructure and compromised “terabytes of data.”
While CarMoney has assured clients and investors that no personal data was affected, the hackers claim they obtained information on a large number of borrowers, including members of Russian military units and intelligence officers.
The hackers shared screenshots on Telegram but the data’s  authenticity could not be independently verified. While CarMoney’s website remains operational, customers have reported ongoing payment service disruptions and difficulties accessing their accounts. 

CarMoney, one of Russia’s largest microfinance firms, issues short-term loans secured by vehicles. According to independent Russian media, Putin’s ex-wife, Lyudmila Ocheretnaya, controls the company through a network of offshore entities.",2025-02-19 00:00:00,Not available,Incident disclosed by attacker,Data theft,0,Not available,0,0,1,0,0,Not available,Cyber Resistance aka the Ukrainian Cyber Alliance,Non-state-group,Hacktivist(s),8003_0,['CarMoney'],['Critical infrastructure'],['Finance'],"['EUROPE', 'EASTEU', 'CSTO', 'SCO']",Territory,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,Not available,Not available,Not available,Not available,0,euro,Not available,0,Not available,Not available,Not available,0,197.0,"On 19 February 2025, the Cyber Resistance / Ukrainian Cyber Alliance, a group of hacktivists, carried out a cyberattack on CarMoney, a microfinance company. CarMoney confirmed earlier this week that it had suffered a cyber incident, forcing it to shut down all systems after attackers sent spam messages to customers claiming the company was closing its business, donating its proceeds to charity and writing off all debts. The organization has not attributed the attack to hackers or disclosed the full extent of the breach. The hackers said their attack destroyed CarMoney’s infrastructure and compromised “terabytes of data.” While CarMoney has assured clients and investors that no personal data was affected, the hackers claim they obtained information on a large number of borrowers, including members of military units and intelligence officers. The hackers shared screenshots on Telegram but the data’s authenticity could not be independently verified. While CarMoney’s website remains operational, customers have reported ongoing payment service disruptions and difficulties accessing their accounts. CarMoney, one of ’s largest microfinance firms, issues short-term loans secured by vehicles. According to independent media, Putin’s ex-wife, Lyudmila Ocheretnaya, controls the company through a network of offshore entities.",4.0,0.2988803813271836,"data breach, stolen data, personal data, breached, personal information",Data Breaches & Information Exposure,Data Exposure
797,Ukraine,Saudi Arabia,880,Ukraine-based hacking group Bad Magic aka Red Stinger stole data from at least 70 organizations from various sectors in Ukraine beginning in June 2016,"#Operation BugDrop: Ukraine-based hacking group Bad Magic aka Red Stinger stole data from at least 70 organizations from various sectors in Ukraine from June, 23 to October, 27, 2016, U.S.-based IT company CyberX reported on February 15, 2017. 
The affected organizations belonged to critical infrastructure, research, and media in the embattled Ukrainian regions of Donetsk and Luhansk, although organizations from Russia, Saudi Arabia, and Austria were also targeted to a small extent. At least 70 organizations were targeted, including a company that designs control systems for oil and gas infrastructure; an international organization that monitors human rights, counterterrorism, and cyberattacks on critical infrastructure in Ukraine; and an engineering company that designs substations, gas distribution pipelines, and water supply facilities; editors of Ukrainian newspapers and a scientific research institute.
In 2023, the Russian IT company discovered the two cyber operations CloudWizard and CommonMagic and stated in a technical report that the actor behind Operation BugDrop in 2016 and Operation GroundBait in 2015, is the same actor as the actor behind CloudWizard and CommonMagic, Kaspersky dubbed this actor Bad Magic.",2016-06-23 00:00:00,2016-10-27 00:00:00,Incident disclosed by IT-security company,Data theft,0,Not available,3,3,2,0,0,Not available,Red Stinger / Bad Magic,Unknown,Not available,4040_0,['Not available'],['Critical infrastructure'],['Research'],"['ASIA', 'MENA', 'MEA', 'GULFC']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,euro,Not available,0,Not available,Not available,Not available,0,178.0,"#Operation BugDrop: -based hacking group aka Red Stinger stole data from at least 70 organizations from various sectors in from June, 23 to October, 27, 2016, U.S.-based IT company CyberX reported on February 15, 2017. The affected organizations belonged to critical infrastructure, research, and media in the embattled regions of and Luhansk, although organizations from , , and were also targeted to a small extent. At least 70 organizations were targeted, including a company that designs control systems for oil and gas infrastructure; an international organization that monitors human rights, counterterrorism, and cyberattacks on critical infrastructure in ; and an engineering company that designs substations, gas distribution pipelines, and water supply facilities; editors of newspapers and a scientific research institute. In 2023, the IT company discovered the two cyber operations CloudWizard and CommonMagic and stated in a technical report that the actor behind Operation BugDrop in 2016 and Operation GroundBait in 2015, is the same actor as the actor behind CloudWizard and CommonMagic, Kaspersky dubbed this actor Bad Magic.",1.0,0.1048157233022777,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
799,Ukraine,Ukraine,685,The Ukraine-based hacking group Bad Magic aka Red Stinger compromised individuals of the separatist organizations as well as government officials in eastern Ukraine beginning in April 2012,"#Operation Groundbait: Ukraine-based hacking group Bad Magic aka Red Stinger compromised individuals belonging to separatist organizations as well as government officials, politicians and journalists in eastern Ukraine - more specifically in the contested regions of Donetsk and Luhansk - from April 19, 2012, to May 5, 2016, reported the Slovakian IT security firm ESET on May 17, 2016.
The technical report mentioned that they could identify at least 33 victims, most of them in eastern Ukraine, but a small unspecified part also in Kiev or Russia. Only the political party ""Right Sector"" was given an exact name as one of the receivers. In addition to the above targets, a ""religious institute"" is also said to have been targeted.
The hacker group used the Prikormka malware and intended to gather intelligence.
In 2023, the Russian IT company discovered the two cyber operations CommonMagic and CloudWizard and found that the actors behind them are the same actors as the actors behind Operation BugDrop and Operation Groundbait. In their technical report of May 19, 2023, they dubbed the responsible hacker group Bad Magic.",2012-04-19 00:00:00,2016-05-05 00:00:00,Incident disclosed by IT-security company,Data theft,0,Not available,3,3,2,0,0,Not available,Red Stinger / Bad Magic,Unknown,Not available,1097_4,"['Right Sector', 'Not available']","['Social groups', 'State institutions / political system']","['Political parties', 'Civil service / administration', 'Ethnic', 'Government / ministries', 'Religious']","['EUROPE', 'EASTEU']",Secession,Not available,Yes / HIIK intensity,HIIK 5,Secession,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,euro,Not available,0,Not available,Not available,Not available,0,180.0,"#Operation Groundbait: -based hacking group aka Red Stinger compromised individuals belonging to separatist organizations as well as government officials, politicians and journalists in eastern - more specifically in the contested regions of Donetsk and Luhansk - from April 19, 2012, to May 5, 2016, reported the IT security firm ESET on May 17, 2016. The technical report mentioned that they could identify at least 33 victims, most of them in eastern , but a small unspecified part also in or . Only the political party ""Right Sector"" was given an exact name as one of the receivers. In addition to the above targets, a ""religious institute"" is also said to have been targeted. The hacker group used the Prikormka malware and intended to gather intelligence. In 2023, the IT company discovered the two cyber operations CommonMagic and CloudWizard and found that the actors behind them are the same actors as the actors behind Operation BugDrop and Operation Groundbait. In their technical report of May 19, 2023, they dubbed the responsible hacker group .",1.0,0.1132064690588864,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
799,Ukraine,Ukraine,569,Svobod a defacement of Ukrainian Website,Hacktivists from Ukrainian neo-fascist ‘Svoboda’ party hacked and defaced more than 30 Ukrainian government and mediawebsites.,2014-01-01 00:00:00,Not available,Incident disclosed by attacker,DDoS/Defacement,0,Not available,1,1,1,0,0,Not available,Svoboda,Non-state-group,Hacktivist(s),912_0,['Not available'],['State institutions / political system'],['Government / ministries'],"['EUROPE', 'EASTEU']",Other,Not available,Yes / HIIK intensity,HIIK 4,National power,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,Not available,Not available,0,Not available,Not available,Not available,0,16.0,Hacktivists from neo-fascist ‘Svoboda’ party hacked and defaced more than 30 government and mediawebsites.,0.0,1.0,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
799,Ukraine,Ukraine,2264,APT group Bad Magic used CloudWizard malware to steal data from unspecified individuals as well as from diplomatic and research institutions in Ukraine beginning in late 2016,"The APT group Bad Magic used various versions of CloudWizard malware to steal data from unspecified individuals as well as from diplomatic and research institutions in Ukraine - specifically in the embattled regions of Lugansk, Donetsk, and Crimea as well as in central and western Ukraine - during late 2016 and early 2020, Russian IT security company Kaspersky reported on 19 May 2023.
The researchers noted that Bad Magic was able to gather files, record keystrokes (keylogging), take screenshot, tap microphones, and steal passwords.
Kaspersky found that CloudWizard shares similarities with previously reported operations CommonMagic (2022 - Kaspersky), BugDrop (2017 - CyberX), and Groundbait (2016 - ESET). Kaspersky also stated with medium to high confidence that the actor behind CloudWizard is the same as for Operation BugDrop and Operation Groundbait. ESET concluded in 2016 that the actor responsible for Operation Groundbait likely operating from within Ukraine. ",2016-01-01 00:00:00,Not available,Incident disclosed by IT-security company,Data theft,6,Low,3,3,1,0,0,Not available,Red Stinger / Bad Magic,Unknown,Not available,3929_0,['Not available'],['State institutions / political system'],"['Other (e.g., embassies)']","['EUROPE', 'EASTEU']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,1-10,0,Not available,Not available,1-10,1,146.0,"The APT group used various versions of CloudWizard malware to steal data from unspecified individuals as well as from diplomatic and research institutions in - specifically in the embattled regions of , Donetsk, and Crimea as well as in central and western - during late 2016 and early 2020, IT security company Kaspersky reported on 19 May 2023. The researchers noted that was able to gather files, record keystrokes (keylogging), take screenshot, tap microphones, and steal passwords. Kaspersky found that CloudWizard shares similarities with previously reported operations CommonMagic (2022 - Kaspersky), BugDrop (2017 - CyberX), and Groundbait (2016 - ESET). Kaspersky also stated with medium to high confidence that the actor behind CloudWizard is the same as for Operation BugDrop and Operation Groundbait. ESET concluded in 2016 that the actor responsible for Operation Groundbait likely operating from within .",8.0,1.0,"malware, the malware, the nsa, espionage, nsa",Government Intelligence Operations,Information Operations
799,Ukraine,Ukraine,880,Ukraine-based hacking group Bad Magic aka Red Stinger stole data from at least 70 organizations from various sectors in Ukraine beginning in June 2016,"#Operation BugDrop: Ukraine-based hacking group Bad Magic aka Red Stinger stole data from at least 70 organizations from various sectors in Ukraine from June, 23 to October, 27, 2016, U.S.-based IT company CyberX reported on February 15, 2017. 
The affected organizations belonged to critical infrastructure, research, and media in the embattled Ukrainian regions of Donetsk and Luhansk, although organizations from Russia, Saudi Arabia, and Austria were also targeted to a small extent. At least 70 organizations were targeted, including a company that designs control systems for oil and gas infrastructure; an international organization that monitors human rights, counterterrorism, and cyberattacks on critical infrastructure in Ukraine; and an engineering company that designs substations, gas distribution pipelines, and water supply facilities; editors of Ukrainian newspapers and a scientific research institute.
In 2023, the Russian IT company discovered the two cyber operations CloudWizard and CommonMagic and stated in a technical report that the actor behind Operation BugDrop in 2016 and Operation GroundBait in 2015, is the same actor as the actor behind CloudWizard and CommonMagic, Kaspersky dubbed this actor Bad Magic.",2016-06-23 00:00:00,2016-10-27 00:00:00,Incident disclosed by IT-security company,Data theft,0,Not available,3,3,2,0,0,Not available,Red Stinger / Bad Magic,Unknown,Not available,1398_1,['Not available'],['Critical infrastructure'],['Research'],"['EUROPE', 'EASTEU']",Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,Not available,Not available,Not available,0,euro,Not available,0,Not available,Not available,Not available,0,178.0,"#Operation BugDrop: -based hacking group aka Red Stinger stole data from at least 70 organizations from various sectors in from June, 23 to October, 27, 2016, U.S.-based IT company CyberX reported on February 15, 2017. The affected organizations belonged to critical infrastructure, research, and media in the embattled regions of and Luhansk, although organizations from , , and were also targeted to a small extent. At least 70 organizations were targeted, including a company that designs control systems for oil and gas infrastructure; an international organization that monitors human rights, counterterrorism, and cyberattacks on critical infrastructure in ; and an engineering company that designs substations, gas distribution pipelines, and water supply facilities; editors of newspapers and a scientific research institute. In 2023, the IT company discovered the two cyber operations CloudWizard and CommonMagic and stated in a technical report that the actor behind Operation BugDrop in 2016 and Operation GroundBait in 2015, is the same actor as the actor behind CloudWizard and CommonMagic, Kaspersky dubbed this actor Bad Magic.",1.0,0.1048157233022777,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
801,"Ukraine, Russia",Russia,3302,"An Anti-Russian goverment hacktivist group hacked into the systems of state-owned online prison shop JSC Kaluzhskoe, defacing their website with a photo of opposition leader Navalny, stealing data of hundreds of thousands of prisoners as well as manipulating the prices of the goods in the shop on 18 February 2024","A hacktivist group claiming to be of different nationalities, among them Russian expatriates and Ukrainians, hacked into the systems of the Russian state-owned online prison shop JSC Kaluzhskoe on 18 February 2024 as CNN reports on 1 April 2024. The hackers defaced the website with a photo of opposition leader Nawalny and his wife at a political rally added with messages reading “Long live Alexey Nawalny” and We, computer specialists, leave today’s Russia. [...] We love our country and will come back when it is free from Putin’s regime. And we will go all the way down this path“.
The group also claimed to have stolen a database containing information on hundreds of thousands of prisoners and their relatives, including their contacts. The dump also contains data on prisoners held in the Arctic penal colony, where Navalny died on 16 February 2024, two days before the breach. According to an interview with one of the hackers in CNN, the hacktivists aim at sharing the stolen data ""in the hope that somebody can contact them and help understand what happened to Navalny“. Even though a CNN review found duplicate entries among the data, the data appeared authentic. SentinelLabs researcher Tom Hegel confirmed this assessment. According to him, authorities needed three days for reparation of the website. 
During the hack, the group also lowered the prices in the online food shop for inmates through their access to the Russian prison system’s online commissary. On 19 February, the online prison shop JSC Kaluzhskoe disclosed on Russian social media platform VK about a technical failure leading to incorrect reflection of prices. JSC Kaluzhskoe is owned by the Russian state and serves 34 regions in Russia. In the online shop, family members can buy food or necessities for detained relatives.",2024-02-16 00:00:00,2024-02-18 00:00:00,Incident disclosed by attacker,Data theft,6,Low,3,3,1,0,0,Not available,Unknown,Non-state-group,Hacktivist(s),6115_0,['Not available'],['State institutions / political system'],['Civil service / administration'],"['EUROPE', 'EASTEU', 'CSTO', 'SCO']",Third-party intervention / third-party affection,Russia – Ukraine,Yes / HIIK intensity,HIIK 5,International power,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,1-10,2,Not available,Not available,1-10,1,295.0,"A hacktivist group claiming to be of different nationalities, among them expatriates and , hacked into the systems of the state-owned online prison shop JSC Kaluzhskoe on 18 February 2024 as CNN reports on 1 April 2024. The hackers defaced the website with a photo of opposition leader Nawalny and his wife at a political rally added with messages reading “Long live Alexey Nawalny” and We, computer specialists, leave today’s . [...] We love our country and will come back when it is free from Putin’s regime. And we will go all the way down this path“. The group also claimed to have stolen a database containing information on hundreds of thousands of prisoners and their relatives, including their contacts. The dump also contains data on prisoners held in the penal colony, where Navalny died on 16 February 2024, two days before the breach. According to an interview with one of the hackers in CNN, the hacktivists aim at sharing the stolen data ""in the hope that somebody can contact them and help understand what happened to “. Even though a CNN review found duplicate entries among the data, the data appeared authentic. SentinelLabs researcher Tom Hegel confirmed this assessment. According to him, authorities needed three days for reparation of the website. During the hack, the group also lowered the prices in the online food shop for inmates through their access to the prison system’s online commissary. On 19 February, the online prison shop JSC Kaluzhskoe disclosed on social media platform about a technical failure leading to incorrect reflection of prices. JSC Kaluzhskoe is owned by the state and serves 34 regions in . In the online shop, family members can buy food or necessities for detained relatives.",0.0,0.2408080478527817,"the government, attacked, gov, website of the, sites",Website Defacement & Hacktivism,Hacktivism
802,United Arab Emirates,Middle East (region),2638,Emirati state-sponsored hacking group 'Stealth Falcon' compromised unspecified government entity in the Middle East using Deadglyph backdoor,"The Emirati state-sponsored hacking group 'Stealth Falcon' compromised an unspecified government entity in the Middle East as part of an espionage operation using the Deadglyph backdoor and stole an Outlook data file, the Slovakian IT security firm ESET detailed in a technical report published on 22 September 2023. Reuters reporting in 2019 revealed that the group also known as 'Project Raven' had employed former NSA operatives in the past.
",Not available,Not available,Incident disclosed by IT-security company,Data theft,6,Low,3,3,1,0,0,Not available,Stealth Falcon/Fruity Armor,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)",4971_0,['Not available'],['State institutions / political system'],['Government / ministries'],['Not available'],Unknown,Not available,Unknown,Not available,Unknown,Not available,Not available,Moderate - high political importance,No system interference/disruption,"Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ",Not available,0,euro,1-10,1,Not available,Not available,1-10,1,69.0,"The Emirati state-sponsored hacking group 'Stealth Falcon' compromised an unspecified government entity in as part of an espionage operation using the Deadglyph backdoor and stole an Outlook data file, the IT security firm ESET detailed in a technical report published on 22 September 2023. Reuters reporting in 2019 revealed that the group also known as 'Project Raven' had employed former NSA operatives in the past.",1.0,0.1816106553548064,"malware, the malware, cyber espionage, vulnerabilities, malicious",Malware & Cyber Espionage,Intrusion Operations
